,EX_INDIRUBIN_LPAREN_e_RPAREN_
icolipa_c,0.0
idon_DASH_L_c,0.0
idon_DASH_L_e,0.0
idon_DASH_L_p,0.0
idp_c,0.0
ile_DASH_L_c,0.5435918705437718
ile_DASH_L_e,0.0
ile_DASH_L_p,0.0
iletrna_c,0.0
imacp_c,0.04972463258635011
imp_c,0.3322134773994977
imp_e,0.0
imp_p,0.0
indirubin_c,2.8980580829874834
indirubin_e,2.8980580829874834
indole_c,2.9315570016450345
indole_e,0.0
indole_p,0.0
inost_c,0.0
inost_e,0.0
inost_p,0.0
ins_c,0.0
ins_e,0.0
ins_p,0.0
ipdp_c,0.0004377371654142674
iscs_c,0.000947552086002656
iscssh_c,0.0006610953051269521
iscu_DASH_2fe2s2_c,0.00013647804052646024
iscu_DASH_2fe2s_c,0.00015134554266684093
iscu_DASH_4fe4s_c,0.00013647804052646038
iscu_c,0.00015143845811423575
isetac_c,0.0
isetac_e,0.0
isetac_p,0.0
itp_c,0.0
k_c,0.5248647067317244
k_e,0.10244991670108547
k_p,0.20489983340217094
kdo2lipid4L_c,0.0
kdo2lipid4_c,0.01021176773417243
kdo2lipid4_e,0.5248647067317244
kdo2lipid4_p,0.01021176773417243
kdo2lipid4p_c,0.0
kdo8p_c,0.02042353546834486
kdo_c,0.02042353546834486
kdolipid4_c,0.01021176773417243
kphphhlipa_c,0.0
lac_DASH_D_c,0.0022360147504681144
lac_DASH_D_e,0.0
lac_DASH_D_p,0.0
lac_DASH_L_c,0.0
lac_DASH_L_e,0.0
lac_DASH_L_p,0.0
lald_DASH_D_c,0.0
lald_DASH_L_c,0.0
lcts_c,0.0
lcts_e,0.0
lcts_p,0.0
leu_DASH_L_c,0.5248647067317244
leu_DASH_L_e,0.0
leu_DASH_L_p,0.0
leutrna_c,0.0
lgt_DASH_S_c,0.0
lipa_c,0.0
lipa_cold_c,0.0
lipa_cold_e,0.0
lipa_cold_p,0.0
lipa_e,0.0
lipa_p,0.0
lipidA_c,0.01021176773417243
lipidAds_c,0.01021176773417243
lipidX_c,0.010211767734172428
lipoamp_c,0.0
lipoate_c,0.0
lipoate_e,0.0
lipoate_p,0.0
lipopb_c,0.0
lpp_p,0.0
lys_DASH_L_c,0.5466970256160043
lys_DASH_L_e,0.021832318884279996
lys_DASH_L_p,0.021832318884279996
lystrna_c,0.0
lyx_DASH_L_c,0.0
lyx_DASH_L_e,0.0
lyx_DASH_L_p,0.0
malACP_c,0.09621216007408814
mal_DASH_D_c,0.0
mal_DASH_D_e,0.0
mal_DASH_D_p,0.0
mal_DASH_L_c,0.5322575115672521
mal_DASH_L_e,0.0
mal_DASH_L_p,0.0
malcoa_c,1.3139352127506343e-06
malcoame_c,1.3139352127506343e-06
malt6p_c,0.0
malt_c,0.0
malt_e,0.0
malt_p,0.0
malthp_c,0.0
malthx_c,0.0
malthx_e,0.0
malthx_p,0.0
maltpt_c,0.0
maltpt_e,0.0
maltpt_p,0.0
malttr_c,0.0
malttr_e,0.0
malttr_p,0.0
maltttr_c,0.0
maltttr_e,0.0
maltttr_p,0.0
man1p_c,0.0
man6p_c,0.0
man6p_e,0.0
man6p_p,0.0
man6pglyc_c,0.0
man_c,0.0
man_e,0.0
man_p,0.0
mana_c,0.0
manglyc_e,0.0
manglyc_p,0.0
mdhdhf_c,0.00023531067896771177
melib_c,0.0
melib_e,0.0
melib_p,0.0
meoh_c,3.628276825935541e-08
meoh_e,2.636342337060083e-06
meoh_p,1.358689892568804e-06
mercppyr_c,0.0
met_DASH_D_c,0.0
met_DASH_D_e,0.0
met_DASH_D_p,0.0
met_DASH_L_c,0.5253365491094252
met_DASH_L_e,0.0
met_DASH_L_p,0.0
methf_c,0.6195975032675546
metsox_DASH_R_DASH_L_c,0.0
metsox_DASH_R_DASH_L_e,0.0
metsox_DASH_R_DASH_L_p,0.0
metsox_DASH_S_DASH_L_c,0.0
metsox_DASH_S_DASH_L_e,0.0
metsox_DASH_S_DASH_L_p,0.0
mettrna_c,0.0
mg2_c,0.5294179080626221
mg2_e,0.00455320133089771
mg2_p,0.00455320133089771
mi1p_DASH_D_c,0.0
micit_c,0.0
mincyc_e,0.0
mincyc_p,0.0
minohp_e,0.0
minohp_p,0.0
mlthf_c,1.298430213047224
mmcoa_DASH_S_c,0.0
mmet_c,0.0
mmet_e,0.0
mmet_p,0.0
mn2_c,0.5248647067317244
mn2_e,0.00036268151235162164
mn2_p,0.0007253630247032433
mnl1p_c,0.0
mnl_e,0.0
mnl_p,0.0
moadamp_c,0.00025613397688508153
moadcoo_c,0.00025613397688508153
moadcosh_c,0.00012806698844254077
mobd_c,0.5249287402259456
mobd_e,6.770754716839246e-05
mobd_p,0.00013541509433678492
moco_c,6.403349422127038e-05
mococdp_c,0.0
mocogdp_c,0.0
mpt_c,0.00012806698844254077
mptamp_c,0.00012806698844254077
mql8_c,0.0
mqn8_c,0.0
msa_c,0.0
mso3_c,0.0
mso3_e,0.0
mso3_p,0.0
mthgxl_c,0.0
mththf_c,0.00023531067896771177
murein3p3p_p,0.0
murein3px3p_p,0.0
murein3px4p_p,0.0008955911940101918
murein4p3p_p,0.0008955911940101918
murein4p4p_p,0.00022241618122386523
murein4px4p4p_p,0.0
murein4px4p_p,0.0
murein4px4px4p_p,0.0
murein5p3p_p,0.0
murein5p4p_p,0.00022241618122386523
murein5p5p5p_p,0.0
murein5p5p_p,0.008410477610564638
murein5px3p_p,0.0
murein5px4p_p,0.5259827141069584
murein5px4px4p_p,0.0
myrsACP_c,0.0
n2o_c,0.0
n2o_e,0.0
n2o_p,0.0
n8aspmd_c,0.0
na15dap_c,0.0
na1_c,8.559688641721049e-35
na1_e,0.0
na1_p,8.559688641721049e-35
nac_c,0.0
nac_e,0.0
nac_p,0.0
nad_c,9.82462370927882
nadh_c,12.414685593290361
nadp_c,4.775960992309585
nadph_c,10.589988131576973
ncam_c,0.0
nh4_c,7.910403396195484
nh4_e,2.9977211523389666
nh4_p,2.9977211523389684
ni2_c,0.5248958681545497
ni2_e,0.000169531300274347
ni2_p,0.0003702240233740796
nicrnt_c,0.0
nmn_c,0.0
nmn_e,0.0
nmn_p,0.0
no2_c,0.0
no2_e,0.0
no2_p,0.0
no3_c,0.0
no3_e,0.0
no3_p,0.0
no_c,0.0
no_e,0.0
no_p,0.0
novbcn_e,0.0
novbcn_p,0.0
o16a2und_p,0.0
o16a3und_p,0.0
o16a4colipa_e,0.0
o16a4colipa_p,0.0
o16a4und_p,0.0
o16aund_c,0.0
o16aund_p,0.0
o2_c,13.865587445308076
o2_e,1.771993938182631
o2_p,1.728125019536752
o2s_c,0.0
o2s_e,0.0
o2s_p,0.0
oaa_c,1.986197924070887
oc2coa_c,0.3088828606684155
ocACP_c,0.0
occoa_c,0.18678885183168614
ocdcaACP_c,0.0
ocdca_c,0.0
ocdca_e,0.0
ocdca_p,0.0
ocdcap_c,0.0
ocdcea_c,0.0
ocdcea_e,0.0
ocdcea_p,0.0
ocdceap_c,0.0
octa_c,0.0
octa_e,0.0
octa_p,0.0
octapb_c,0.0
octdp_c,0.000117044829601177
octeACP_c,0.0
od2coa_c,0.0
odecoa_c,0.0
ogmeACP_c,1.3139352127506343e-06
ohpb_c,0.00011704482960117451
op4en_c,0.0
opmeACP_c,1.3139352127506343e-06
orn_c,0.12845395926332664
orn_e,0.0
orn_p,0.0
orot5p_c,0.17362262066332082
orot_c,0.17362262066332082
orot_e,0.0
orot_p,0.0
oxa_c,0.0
oxadpcoa_c,0.0
oxalcoa_c,0.0
oxam_c,0.0
oxur_c,0.0
pa120_c,0.0
pa120_p,0.0
pa140_c,0.0
pa140_p,0.0
pa141_c,0.0
pa141_p,0.0
pa160_c,0.03945524306152694
pa160_p,0.0
pa161_c,0.046503692788881584
pa161_p,0.0
pa180_c,0.0
pa180_p,0.0
pa181_c,0.0
pa181_p,0.0
pac_c,0.0
pacald_c,0.0
pacald_e,0.0
pacald_p,0.0
palmACP_c,0.07291068498594756
pan4p_c,0.0003023220710779802
pant_DASH_R_c,0.0003023220710779802
pap_c,0.13009960716771055
paps_c,0.13009960716771055
pdx5p_c,0.00011704482960117451
pe120_c,0.0
pe120_p,0.0
pe140_c,0.0
pe140_p,0.0
pe141_c,0.0
pe141_p,0.0
pe160_c,0.5519417666448156
pe160_p,0.5278263328293199
pe161_c,0.5372758607335897
pe161_p,0.5262222100098195
pe180_c,0.0
pe180_p,0.0
pe181_c,0.0
pe181_p,0.0
peamn_e,0.0
peamn_p,0.0
pep_c,13.601111825756016
pg120_c,0.0
pg120_p,0.0
pg140_c,0.0
pg140_p,0.0
pg141_c,0.0
pg141_p,0.0
pg160_c,0.0
pg160_p,0.0
pg161_c,0.0
pg161_p,0.0
pg180_c,0.0
pg180_p,0.0
pg181_c,0.0
pg181_p,0.0
pgp120_c,0.0
pgp120_p,0.0
pgp140_c,0.0
pgp140_p,0.0
pgp141_c,0.0
pgp141_p,0.0
pgp160_c,0.0
pgp160_p,0.0
pgp161_c,0.0
pgp161_p,0.0
pgp180_c,0.0
pgp180_p,0.0
pgp181_c,0.0
pgp181_p,0.0
phaccoa_c,0.0
phe_DASH_L_c,0.5248647067317244
phe_DASH_L_e,0.0
phe_DASH_L_p,0.0
pheme_c,0.5248647067317244
pheme_e,0.0
pheme_p,0.0
phetrna_c,0.0
phhlipa_c,0.0
phom_c,0.3418073819294669
phphhlipa_c,0.0
phpyr_c,0.09723905989265293
phthr_c,0.00023408965920234903
pi_c,15.285703878081524
pi_e,0.5063007669193189
pi_p,0.6403755213641688
pimACP_c,1.3139352127506343e-06
pmeACP_c,1.3139352127506343e-06
pmtcoa_c,0.06994905888835204
pnto_DASH_R_c,0.0003023220710779802
pnto_DASH_R_e,0.0
pnto_DASH_R_p,0.0
poaac_c,0.0
ppa_c,0.0
ppa_e,0.0
ppa_p,0.0
ppal_c,0.0
ppal_e,0.0
ppal_p,0.0
ppap_c,0.0
ppbng_c,0.00023408965920234903
ppcoa_c,0.0
ppgpp_c,0.0
pphn_c,0.16973284832173197
ppi_c,1.3867950514436318
ppp9_c,0.00011704482960117451
pppg9_c,0.00011704482960117451
pppi_c,0.0
pppn_c,0.0
pppn_e,0.0
pppn_p,0.0
ppt_e,0.0
ppt_p,0.0
pram_c,0.19916285557290966
pran_c,2.8682231984627315
prbamp_c,0.04972463258635011
prbatp_c,0.04972463258635011
preq0_c,0.0
preq1_c,0.0
prfp_c,1.3695501826753675e-33
prlp_c,0.09944926517270022
pro_DASH_L_c,0.5248647067317244
pro_DASH_L_e,0.0
pro_DASH_L_p,8.559688641721049e-35
progly_c,0.0
progly_e,0.0
progly_p,0.0
protrna_c,0.0
prpp_c,3.3753719831570845
ps120_c,0.0
ps140_c,0.0
ps141_c,0.0
ps160_c,0.03645534249297379
ps161_c,0.04083467733021511
ps180_c,0.0
ps181_c,0.0
psclys_c,0.0
psclys_e,0.0
psclys_p,0.0
pser_DASH_L_c,0.9654863995665496
pser_DASH_L_e,0.0
pser_DASH_L_p,0.0
ptrc_c,0.02192914781103617
ptrc_e,0.0
ptrc_p,0.0
pyam5p_c,0.0
pydam_c,0.0
pydam_e,0.0
pydam_p,0.0
pydx5p_c,0.5248647067317244
pydx_c,0.0
pydx_e,0.0
pydx_p,0.0
pydxn_c,0.0
pydxn_e,0.0
pydxn_p,0.0
pyr_c,4.830042973832977
pyr_e,0.0
pyr_p,0.0
q8_c,9.247972383407108
q8h2_c,9.24797238340711
quin_c,0.0
quin_e,0.0
quin_p,0.0
quln_c,0.0011956418019335466
r15bp_c,0.013970577440815016
r1p_c,0.014387025869458251
r5p_c,2.478623188410297
r5p_e,0.0
r5p_p,0.0
ragund_c,0.0
rbflvrd_c,0.0
rbl_DASH_L_c,0.0
rdmbzi_c,0.0
rephaccoa_c,0.0
rfamp_e,0.0
rfamp_p,0.0
rhcys_c,0.00023531067896771177
rib_DASH_D_c,0.0
rib_DASH_D_e,0.0
rib_DASH_D_p,0.0
ribflv_c,0.5249817515613258
rml1p_c,0.0
rml_c,0.0
rmn_c,0.0
rmn_e,0.0
rmn_p,0.0
ru5p_DASH_D_c,2.532532161164287
ru5p_DASH_L_c,0.0
s17bp_c,2.191280292280588e-32
s7p_c,0.1035781972011032
sarcs_c,0.0
sbt6p_c,0.0
sbt_DASH_D_e,0.0
sbt_DASH_D_p,0.0
sbzcoa_c,0.0
scl_c,0.00011704482960117451
sectrna_c,0.0
sel_c,0.0
sel_e,0.0
sel_p,0.0
seln_c,0.0
selnp_c,0.0
ser_DASH_D_c,0.0
ser_DASH_D_e,0.0
ser_DASH_D_p,0.0
ser_DASH_L_c,0.652261280753354
ser_DASH_L_e,0.0
ser_DASH_L_p,0.0
seramp_c,0.0
sertrna_LSQBKT_sec_RSQBKT__c,0.0
sertrna_c,0.0
sheme_c,0.5248647067317244
skm5p_c,2.6980221708225955
skm_c,2.6980221708225955
skm_e,0.0
skm_p,0.0
sl26da_c,0.21653035698170647
sl2a6o_c,0.21653035698170647
slnt_c,0.0
slnt_e,0.0
slnt_p,0.0
so2_c,0.0
so2_e,0.0
so2_p,0.0
so3_c,0.13009960716771068
so3_e,0.0
so3_p,0.0
so4_c,0.6549643138994349
so4_e,0.13237647026551286
so4_p,0.2647529405310257
spmd_c,0.0
spmd_e,0.0
spmd_p,0.0
stcoa_c,0.0
suc6p_c,0.0
sucarg_c,0.0019904078007931822
sucbz_c,0.0
succ_c,0.6775296151032426
succ_e,0.0
succ_p,0.0
succoa_c,0.6526854721632068
sucglu_c,0.0019904078007931822
sucgsa_c,0.0019904078007931822
suchms_c,0.08078262316813832
sucorn_c,0.0019904078007931822
sucr_e,0.0
sucr_p,0.0
sucsal_c,0.02192914781103617
sufbcd_DASH_2fe2s2_c,0.0
sufbcd_DASH_2fe2s_c,0.0
sufbcd_DASH_4fe4s_c,0.0
sufbcd_c,0.0
sufse_c,0.0
sufsesh_c,0.0
sulfac_c,0.0
sulfac_e,0.0
sulfac_p,0.0
t3c11vaceACP_c,0.0
t3c5ddeceACP_c,0.0
t3c7mrseACP_c,0.0
t3c9palmeACP_c,0.0
tag6p_DASH_D_c,0.0
tagdp_DASH_D_c,0.0
tagur_c,0.0
tartr_DASH_D_c,0.0
tartr_DASH_D_e,0.0
tartr_DASH_D_p,0.0
tartr_DASH_L_c,0.0
tartr_DASH_L_e,0.0
tartr_DASH_L_p,0.0
taur_c,0.0
taur_e,0.0
taur_p,0.0
tcynt_c,0.0
tcynt_e,0.0
tcynt_p,0.0
td2coa_c,0.29188356178999275
tdcoa_c,0.01792316863694385
tddec2eACP_c,0.0
tdeACP_c,0.0
tdec2eACP_c,0.0
tdecoa_c,0.0
thdp_c,0.21653035698170647
thex2eACP_c,0.0
thf_c,1.20082586534449
thm_c,0.0
thm_e,0.0
thm_p,0.0
thmmp_c,0.00013141915206153678
thmnp_c,0.0
thmpp_c,0.5248790810541847
thptdn_c,0.0
thr_DASH_L_c,0.7335207358045402
thr_DASH_L_e,0.0
thr_DASH_L_p,0.0
thrp_e,0.0
thrp_p,0.0
thrtrna_c,0.0
thym_c,0.0
thym_e,0.0
thym_p,0.0
thymd_c,0.0
thymd_e,0.0
thymd_p,0.0
tma_c,0.0
tma_e,0.0
tma_p,0.0
tmao_c,0.0
tmao_e,0.0
tmao_p,0.0
tmrs2eACP_c,0.0
toct2eACP_c,0.0
toctd2eACP_c,0.0
tpalm2eACP_c,0.0
trdox_c,0.13009960716771055
trdrd_c,0.13009960716771055
tre6p_c,0.0
tre_c,0.0
tre_e,0.0
tre_p,0.0
trnaala_c,0.0
trnaarg_c,0.0
trnaasn_c,0.0
trnaasp_c,0.0
trnacys_c,0.0
trnagln_c,0.0
trnaglu_c,0.0018727172736187926
trnagly_c,0.0
trnahis_c,0.0
trnaile_c,0.0
trnaleu_c,0.0
trnalys_c,0.0
trnamet_c,0.0
trnaphe_c,0.0
trnapro_c,0.0
trnasecys_c,0.0
trnaser_c,0.0
trnathr_c,0.0
trnatrp_c,0.0
trnatyr_c,0.0
trnaval_c,0.0
trp_DASH_L_c,0.5285287408645243
trp_DASH_L_e,0.0
trp_DASH_L_p,0.0
trptrna_c,0.0
tsul_c,0.0
tsul_e,0.0
tsul_p,0.0
ttdca_c,0.0
ttdca_e,0.0
ttdca_p,0.0
ttdcap_c,0.0
ttdcea_c,0.0
ttdcea_e,0.0
ttdcea_p,0.0
ttdceap_c,0.0
ttrcyc_e,0.0
ttrcyc_p,0.0
tungs_c,0.0
tungs_e,0.0
tungs_p,0.0
tym_e,0.0
tym_p,0.0
tyr_DASH_L_c,0.5249817515613255
tyr_DASH_L_e,0.0
tyr_DASH_L_p,0.0
tyrp_e,0.0
tyrp_p,0.0
tyrtrna_c,0.0
u23ga_c,0.02042353546834487
u3aga_c,0.04084707093668974
u3hga_c,0.02042353546834487
uLa4fn_c,0.0
uLa4n_c,0.0
uLa4n_p,0.0
uaagmda_c,0.008410477610564638
uaccg_c,0.016820955221129273
uacgam_c,0.033641910442258546
uacgam_e,0.0
uacgam_p,0.0
uacmam_c,0.0
uacmamu_c,0.0
uagmda_c,0.016820955221129273
uama_c,0.016820955221129273
uamag_c,0.016820955221129273
uamr_c,0.016820955221129273
udcpdp_c,0.5416856619528536
udcpdp_p,0.0
udcpp_c,0.016820955221129273
udcpp_p,0.0
udpLa4fn_c,0.0
udpLa4n_c,0.0
udpLa4o_c,0.0
udp_c,0.287817360592694
udpacgal_e,0.0
udpacgal_p,0.0
udpg_c,0.0
udpg_e,0.0
udpg_p,0.0
udpgal_c,0.0
udpgal_e,0.0
udpgal_p,0.0
udpgalfur_c,0.0
udpglcur_c,0.0
udpglcur_e,0.0
udpglcur_p,0.0
ugmd_c,0.016820955221129273
ugmda_c,0.016820955221129273
um4p_c,0.0
ump_c,5.478200730701471e-33
ump_e,0.0
ump_p,0.0
unaga_c,0.0
unagamu_c,0.0
unagamuf_c,0.0
unagamuf_p,0.0
uppg3_c,0.00023408965920234903
ura_c,0.0
ura_e,0.0
ura_p,0.0
uracp_c,0.0
urate_c,0.033926603039078206
urdglyc_c,0.02389312212277311
urea_c,0.02192914781103617
urea_e,0.02192914781103617
urea_p,0.02192914781103617
uri_c,0.0
uri_e,0.0
uri_p,0.0
utp_c,0.8851740440864222
val_DASH_L_c,0.5248647067317244
val_DASH_L_e,0.0
val_DASH_L_p,0.0
valtrna_c,0.0
wco_c,0.0
xan_c,0.033926603039078206
xan_e,0.0
xan_p,0.0
xdp_c,0.0
xmp_c,0.14230495273528745
xmp_e,0.0
xmp_p,0.0
xtp_c,0.0
xtsn_c,0.014387025869458257
xtsn_e,0.0
xtsn_p,0.0
xu5p_DASH_D_c,2.668562226427809
xu5p_DASH_L_c,0.0
xyl_DASH_D_c,0.0
xyl_DASH_D_e,0.0
xyl_DASH_D_p,0.0
xylu_DASH_D_c,0.0
xylu_DASH_L_c,0.0
xylu_DASH_L_e,0.0
xylu_DASH_L_p,0.0
zn2_c,0.5248866871979081
zn2_e,0.00017897886499551802
zn2_p,0.00037993819617481865
