Negative metabolite	Positive metabolite	Negative score	Positive score
2aobut_c	prpp_c	-0.03361524865221051	2.0281400735876343
2aobut_c	8aonn_c	-0.03361524865221051	1.5584874017411918e-07
2aobut_c	e4p_c	-0.03361524865221051	1.6005635956783313
2aobut_c	glu_DASH_L_c	-0.03361524865221051	2.0252160091906015
2aobut_c	f6p_c	-0.03361524865221051	1.886958446326924
2aobut_c	3otdcoa_c	-0.03361524865221051	0.09460747272304464
2aobut_c	3hocoa_c	-0.03361524865221051	0.0704910088684825
2aobut_c	meoh_c	-0.03361524865221051	2.5655791476441767e-08
2aobut_c	gar_c	-0.03361524865221051	0.059003135233535696
2aobut_c	glc_DASH_D_c	-0.03361524865221051	4.237519831137782
2aobut_c	3hbcoa_c	-0.03361524865221051	0.0837352010704412
2aobut_c	3hddcoa_c	-0.03361524865221051	0.0704910088684825
2aobut_c	tdcoa_c	-0.03361524865221051	0.01267359408350204
2aobut_c	anth_c	-0.03361524865221051	2.0281400735876343
2aobut_c	mlthf_c	-0.03361524865221051	0.47978018209812384
2aobut_c	amob_c	-0.03361524865221051	1.019240096220861e-06
2aobut_c	alac_DASH_S_c	-0.03361524865221051	0.0398485572180029
2aobut_c	s17bp_c	-0.03361524865221051	1.5494691541516275e-32
2aobut_c	3ig3p_c	-0.03361524865221051	2.0281400735876343
2aobut_c	icit_c	-0.03361524865221051	0.8835495578639855
2aobut_c	prfp_c	-0.03361524865221051	9.684182213483028e-34
2aobut_c	26dap_DASH_M_c	-0.03361524865221051	0.15311008375471608
2aobut_c	gln_DASH_L_c	-0.03361524865221051	2.0281400735876343
2aobut_c	3dhsk_c	-0.03361524865221051	1.9077897727784718
2aobut_c	oc2coa_c	-0.03361524865221051	0.1320796637804565
2aobut_c	2cpr5p_c	-0.03361524865221051	2.0281400735876343
2aobut_c	4per_c	-0.03361524865221051	7.704431160606786e-05
2aobut_c	dann_c	-0.03361524865221051	1.019240096220861e-06
2aobut_c	flxso_c	-0.03361524865221051	0.002032777135163395
2aobut_c	5aop_c	-0.03361524865221051	0.001324211083421885
2aobut_c	gly_c	-0.03361524865221051	0.47978018209812384
2aobut_c	ohpb_c	-0.03361524865221051	8.276319271369105e-05
2aobut_c	ddcacoa_c	-0.03361524865221051	0.1320796637804565
2aobut_c	dhap_c	-0.03361524865221051	1.4909904139454992
2aobut_c	skm5p_c	-0.03361524865221051	1.9077897727784718
2aobut_c	3hhdcoa_c	-0.03361524865221051	0.10319642292929583
2aobut_c	skm_c	-0.03361524865221051	1.9077897727784718
2aobut_c	pran_c	-0.03361524865221051	2.0281400735876343
2aobut_c	ru5p_DASH_D_c	-0.03361524865221051	1.450096287825045
2aobut_c	3ohdcoa_c	-0.03361524865221051	0.11587001701286856
2aobut_c	mal_DASH_L_c	-0.03361524865221051	0.1763411316198423
2aobut_c	asp_DASH_L_c	-0.03361524865221051	0.60243038285
2aobut_c	4pasp_c	-0.03361524865221051	0.45192634202046245
2aobut_c	alaala_c	-0.03361524865221051	0.012478472705980417
2aobut_c	aicar_c	-0.03361524865221051	0.1997396135962654
2aobut_c	b2coa_c	-0.03361524865221051	0.1320796637804565
2aobut_c	chor_c	-0.03361524865221051	2.0281400735876343
2aobut_c	dc2coa_c	-0.03361524865221051	0.1320796637804565
2aobut_c	3htdcoa_c	-0.03361524865221051	0.11587001701286856
2aobut_c	s7p_c	-0.03361524865221051	0.0598009000361735
2aobut_c	aspsa_c	-0.03361524865221051	0.3690046249643632
2aobut_c	3hhcoa_c	-0.03361524865221051	0.0704910088684825
2aobut_c	aacoa_c	-0.03361524865221051	0.1320796637804565
2aobut_c	methf_c	-0.03361524865221051	0.3577247853009998
2aobut_c	3psme_c	-0.03361524865221051	1.9077897727784718
2aobut_c	10fthf_c	-0.03361524865221051	0.4381215961670568
2aobut_c	3hmrsACP_c	-0.03361524865221051	0.015415005828308103
2pglyc_c	fum_c	0.0	0.3297861427415
2pglyc_c	2dda7p_c	0.0	1.9077897727784718
2pglyc_c	g3p_c	0.0	3.0946381972300365
2pglyc_c	ala_DASH_D_c	0.0	0.013621624403394863
2pglyc_c	r5p_c	0.0	1.431033765048162
2pglyc_c	dd2coa_c	0.0	0.10784259388682635
2pglyc_c	xu5p_DASH_D_c	0.0	1.334281113215
2pglyc_c	23dhmb_c	0.0	0.3643207264137902
2pglyc_c	acon_DASH_C_c	0.0	0.4751204237796443
2pglyc_c	flxr_c	0.0	0.04239560683733735
2pglyc_c	indole_c	0.0	2.0492365227547156
2pglyc_c	hx2coa_c	0.0	0.1320796637804565
2pglyc_c	acald_c	0.0	0.14044772466168703
2pglyc_c	3hdcoa_c	0.0	0.0704910088684825
2pglyc_c	indirubin_c	0.0	2.0492365227547156
2pglyc_c	malACP_c	0.0	0.03401606970935608
2pglyc_c	3dhq_c	0.0	1.9077897727784718
2pglyc_c	prpp_c	0.0	2.0281400735876343
2pglyc_c	8aonn_c	0.0	1.5584874017411918e-07
2pglyc_c	e4p_c	0.0	1.6005635956783313
2pglyc_c	glu_DASH_L_c	0.0	2.0252160091906015
2pglyc_c	f6p_c	0.0	1.886958446326924
2pglyc_c	3otdcoa_c	0.0	0.09460747272304464
2pglyc_c	3hocoa_c	0.0	0.0704910088684825
2pglyc_c	meoh_c	0.0	2.5655791476441767e-08
2pglyc_c	gar_c	0.0	0.059003135233535696
2pglyc_c	glc_DASH_D_c	0.0	4.237519831137782
2pglyc_c	3hbcoa_c	0.0	0.0837352010704412
2pglyc_c	3hddcoa_c	0.0	0.0704910088684825
2pglyc_c	tdcoa_c	0.0	0.01267359408350204
2pglyc_c	anth_c	0.0	2.0281400735876343
2pglyc_c	mlthf_c	0.0	0.47978018209812384
2pglyc_c	amob_c	0.0	1.019240096220861e-06
2pglyc_c	alac_DASH_S_c	0.0	0.0398485572180029
2pglyc_c	s17bp_c	0.0	1.5494691541516275e-32
2pglyc_c	3ig3p_c	0.0	2.0281400735876343
2pglyc_c	icit_c	0.0	0.8835495578639855
2pglyc_c	prfp_c	0.0	9.684182213483028e-34
2pglyc_c	26dap_DASH_M_c	0.0	0.15311008375471608
2pglyc_c	gln_DASH_L_c	0.0	2.0281400735876343
2pglyc_c	3dhsk_c	0.0	1.9077897727784718
2pglyc_c	oc2coa_c	0.0	0.1320796637804565
2pglyc_c	2cpr5p_c	0.0	2.0281400735876343
2pglyc_c	4per_c	0.0	7.704431160606786e-05
2pglyc_c	dann_c	0.0	1.019240096220861e-06
2pglyc_c	flxso_c	0.0	0.002032777135163395
2pglyc_c	5aop_c	0.0	0.001324211083421885
2pglyc_c	gly_c	0.0	0.47978018209812384
2pglyc_c	ohpb_c	0.0	8.276319271369105e-05
2pglyc_c	ddcacoa_c	0.0	0.1320796637804565
2pglyc_c	dhap_c	0.0	1.4909904139454992
2pglyc_c	skm5p_c	0.0	1.9077897727784718
2pglyc_c	3hhdcoa_c	0.0	0.10319642292929583
2pglyc_c	skm_c	0.0	1.9077897727784718
2pglyc_c	pran_c	0.0	2.0281400735876343
2pglyc_c	ru5p_DASH_D_c	0.0	1.450096287825045
2pglyc_c	3ohdcoa_c	0.0	0.11587001701286856
2pglyc_c	mal_DASH_L_c	0.0	0.1763411316198423
2pglyc_c	asp_DASH_L_c	0.0	0.60243038285
2pglyc_c	4pasp_c	0.0	0.45192634202046245
2pglyc_c	alaala_c	0.0	0.012478472705980417
2pglyc_c	aicar_c	0.0	0.1997396135962654
2pglyc_c	b2coa_c	0.0	0.1320796637804565
2pglyc_c	chor_c	0.0	2.0281400735876343
2pglyc_c	dc2coa_c	0.0	0.1320796637804565
2pglyc_c	3htdcoa_c	0.0	0.11587001701286856
2pglyc_c	s7p_c	0.0	0.0598009000361735
2pglyc_c	aspsa_c	0.0	0.3690046249643632
2pglyc_c	3hhcoa_c	0.0	0.0704910088684825
2pglyc_c	aacoa_c	0.0	0.1320796637804565
2pglyc_c	methf_c	0.0	0.3577247853009998
2pglyc_c	3psme_c	0.0	1.9077897727784718
2pglyc_c	10fthf_c	0.0	0.4381215961670568
2pglyc_c	3hmrsACP_c	0.0	0.015415005828308103
pgp180_c	fum_c	0.0	0.3297861427415
pgp180_c	2dda7p_c	0.0	1.9077897727784718
pgp180_c	g3p_c	0.0	3.0946381972300365
pgp180_c	ala_DASH_D_c	0.0	0.013621624403394863
pgp180_c	r5p_c	0.0	1.431033765048162
pgp180_c	dd2coa_c	0.0	0.10784259388682635
pgp180_c	xu5p_DASH_D_c	0.0	1.334281113215
pgp180_c	23dhmb_c	0.0	0.3643207264137902
pgp180_c	acon_DASH_C_c	0.0	0.4751204237796443
pgp180_c	flxr_c	0.0	0.04239560683733735
pgp180_c	indole_c	0.0	2.0492365227547156
pgp180_c	hx2coa_c	0.0	0.1320796637804565
pgp180_c	acald_c	0.0	0.14044772466168703
pgp180_c	3hdcoa_c	0.0	0.0704910088684825
pgp180_c	indirubin_c	0.0	2.0492365227547156
pgp180_c	malACP_c	0.0	0.03401606970935608
pgp180_c	3dhq_c	0.0	1.9077897727784718
pgp180_c	prpp_c	0.0	2.0281400735876343
pgp180_c	8aonn_c	0.0	1.5584874017411918e-07
pgp180_c	e4p_c	0.0	1.6005635956783313
pgp180_c	glu_DASH_L_c	0.0	2.0252160091906015
pgp180_c	f6p_c	0.0	1.886958446326924
pgp180_c	3otdcoa_c	0.0	0.09460747272304464
pgp180_c	3hocoa_c	0.0	0.0704910088684825
pgp180_c	meoh_c	0.0	2.5655791476441767e-08
pgp180_c	gar_c	0.0	0.059003135233535696
pgp180_c	glc_DASH_D_c	0.0	4.237519831137782
pgp180_c	3hbcoa_c	0.0	0.0837352010704412
pgp180_c	3hddcoa_c	0.0	0.0704910088684825
pgp180_c	tdcoa_c	0.0	0.01267359408350204
pgp180_c	anth_c	0.0	2.0281400735876343
pgp180_c	mlthf_c	0.0	0.47978018209812384
pgp180_c	amob_c	0.0	1.019240096220861e-06
pgp180_c	alac_DASH_S_c	0.0	0.0398485572180029
pgp180_c	s17bp_c	0.0	1.5494691541516275e-32
pgp180_c	3ig3p_c	0.0	2.0281400735876343
pgp180_c	icit_c	0.0	0.8835495578639855
pgp180_c	prfp_c	0.0	9.684182213483028e-34
pgp180_c	26dap_DASH_M_c	0.0	0.15311008375471608
pgp180_c	gln_DASH_L_c	0.0	2.0281400735876343
pgp180_c	3dhsk_c	0.0	1.9077897727784718
pgp180_c	oc2coa_c	0.0	0.1320796637804565
pgp180_c	2cpr5p_c	0.0	2.0281400735876343
pgp180_c	4per_c	0.0	7.704431160606786e-05
pgp180_c	dann_c	0.0	1.019240096220861e-06
pgp180_c	flxso_c	0.0	0.002032777135163395
pgp180_c	5aop_c	0.0	0.001324211083421885
pgp180_c	gly_c	0.0	0.47978018209812384
pgp180_c	ohpb_c	0.0	8.276319271369105e-05
pgp180_c	ddcacoa_c	0.0	0.1320796637804565
pgp180_c	dhap_c	0.0	1.4909904139454992
pgp180_c	skm5p_c	0.0	1.9077897727784718
pgp180_c	3hhdcoa_c	0.0	0.10319642292929583
pgp180_c	skm_c	0.0	1.9077897727784718
pgp180_c	pran_c	0.0	2.0281400735876343
pgp180_c	ru5p_DASH_D_c	0.0	1.450096287825045
pgp180_c	3ohdcoa_c	0.0	0.11587001701286856
pgp180_c	mal_DASH_L_c	0.0	0.1763411316198423
pgp180_c	asp_DASH_L_c	0.0	0.60243038285
pgp180_c	4pasp_c	0.0	0.45192634202046245
pgp180_c	alaala_c	0.0	0.012478472705980417
pgp180_c	aicar_c	0.0	0.1997396135962654
pgp180_c	b2coa_c	0.0	0.1320796637804565
pgp180_c	chor_c	0.0	2.0281400735876343
pgp180_c	dc2coa_c	0.0	0.1320796637804565
pgp180_c	3htdcoa_c	0.0	0.11587001701286856
pgp180_c	s7p_c	0.0	0.0598009000361735
pgp180_c	aspsa_c	0.0	0.3690046249643632
pgp180_c	3hhcoa_c	0.0	0.0704910088684825
pgp180_c	aacoa_c	0.0	0.1320796637804565
pgp180_c	methf_c	0.0	0.3577247853009998
pgp180_c	3psme_c	0.0	1.9077897727784718
pgp180_c	10fthf_c	0.0	0.4381215961670568
pgp180_c	3hmrsACP_c	0.0	0.015415005828308103
dcaACP_c	fum_c	0.0	0.3297861427415
dcaACP_c	2dda7p_c	0.0	1.9077897727784718
dcaACP_c	g3p_c	0.0	3.0946381972300365
dcaACP_c	ala_DASH_D_c	0.0	0.013621624403394863
dcaACP_c	r5p_c	0.0	1.431033765048162
dcaACP_c	dd2coa_c	0.0	0.10784259388682635
dcaACP_c	xu5p_DASH_D_c	0.0	1.334281113215
dcaACP_c	23dhmb_c	0.0	0.3643207264137902
dcaACP_c	acon_DASH_C_c	0.0	0.4751204237796443
dcaACP_c	flxr_c	0.0	0.04239560683733735
dcaACP_c	indole_c	0.0	2.0492365227547156
dcaACP_c	hx2coa_c	0.0	0.1320796637804565
dcaACP_c	acald_c	0.0	0.14044772466168703
dcaACP_c	3hdcoa_c	0.0	0.0704910088684825
dcaACP_c	indirubin_c	0.0	2.0492365227547156
dcaACP_c	malACP_c	0.0	0.03401606970935608
dcaACP_c	3dhq_c	0.0	1.9077897727784718
dcaACP_c	prpp_c	0.0	2.0281400735876343
dcaACP_c	8aonn_c	0.0	1.5584874017411918e-07
dcaACP_c	e4p_c	0.0	1.6005635956783313
dcaACP_c	glu_DASH_L_c	0.0	2.0252160091906015
dcaACP_c	f6p_c	0.0	1.886958446326924
dcaACP_c	3otdcoa_c	0.0	0.09460747272304464
dcaACP_c	3hocoa_c	0.0	0.0704910088684825
dcaACP_c	meoh_c	0.0	2.5655791476441767e-08
dcaACP_c	gar_c	0.0	0.059003135233535696
dcaACP_c	glc_DASH_D_c	0.0	4.237519831137782
dcaACP_c	3hbcoa_c	0.0	0.0837352010704412
dcaACP_c	3hddcoa_c	0.0	0.0704910088684825
dcaACP_c	tdcoa_c	0.0	0.01267359408350204
dcaACP_c	anth_c	0.0	2.0281400735876343
dcaACP_c	mlthf_c	0.0	0.47978018209812384
dcaACP_c	amob_c	0.0	1.019240096220861e-06
dcaACP_c	alac_DASH_S_c	0.0	0.0398485572180029
dcaACP_c	s17bp_c	0.0	1.5494691541516275e-32
dcaACP_c	3ig3p_c	0.0	2.0281400735876343
dcaACP_c	icit_c	0.0	0.8835495578639855
dcaACP_c	prfp_c	0.0	9.684182213483028e-34
dcaACP_c	26dap_DASH_M_c	0.0	0.15311008375471608
dcaACP_c	gln_DASH_L_c	0.0	2.0281400735876343
dcaACP_c	3dhsk_c	0.0	1.9077897727784718
dcaACP_c	oc2coa_c	0.0	0.1320796637804565
dcaACP_c	2cpr5p_c	0.0	2.0281400735876343
dcaACP_c	4per_c	0.0	7.704431160606786e-05
dcaACP_c	dann_c	0.0	1.019240096220861e-06
dcaACP_c	flxso_c	0.0	0.002032777135163395
dcaACP_c	5aop_c	0.0	0.001324211083421885
dcaACP_c	gly_c	0.0	0.47978018209812384
dcaACP_c	ohpb_c	0.0	8.276319271369105e-05
dcaACP_c	ddcacoa_c	0.0	0.1320796637804565
dcaACP_c	dhap_c	0.0	1.4909904139454992
dcaACP_c	skm5p_c	0.0	1.9077897727784718
dcaACP_c	3hhdcoa_c	0.0	0.10319642292929583
dcaACP_c	skm_c	0.0	1.9077897727784718
dcaACP_c	pran_c	0.0	2.0281400735876343
dcaACP_c	ru5p_DASH_D_c	0.0	1.450096287825045
dcaACP_c	3ohdcoa_c	0.0	0.11587001701286856
dcaACP_c	mal_DASH_L_c	0.0	0.1763411316198423
dcaACP_c	asp_DASH_L_c	0.0	0.60243038285
dcaACP_c	4pasp_c	0.0	0.45192634202046245
dcaACP_c	alaala_c	0.0	0.012478472705980417
dcaACP_c	aicar_c	0.0	0.1997396135962654
dcaACP_c	b2coa_c	0.0	0.1320796637804565
dcaACP_c	chor_c	0.0	2.0281400735876343
dcaACP_c	dc2coa_c	0.0	0.1320796637804565
dcaACP_c	3htdcoa_c	0.0	0.11587001701286856
dcaACP_c	s7p_c	0.0	0.0598009000361735
dcaACP_c	aspsa_c	0.0	0.3690046249643632
dcaACP_c	3hhcoa_c	0.0	0.0704910088684825
dcaACP_c	aacoa_c	0.0	0.1320796637804565
dcaACP_c	methf_c	0.0	0.3577247853009998
dcaACP_c	3psme_c	0.0	1.9077897727784718
dcaACP_c	10fthf_c	0.0	0.4381215961670568
dcaACP_c	3hmrsACP_c	0.0	0.015415005828308103
but_c	fum_c	0.0	0.3297861427415
but_c	2dda7p_c	0.0	1.9077897727784718
but_c	g3p_c	0.0	3.0946381972300365
but_c	ala_DASH_D_c	0.0	0.013621624403394863
but_c	r5p_c	0.0	1.431033765048162
but_c	dd2coa_c	0.0	0.10784259388682635
but_c	xu5p_DASH_D_c	0.0	1.334281113215
but_c	23dhmb_c	0.0	0.3643207264137902
but_c	acon_DASH_C_c	0.0	0.4751204237796443
but_c	flxr_c	0.0	0.04239560683733735
but_c	indole_c	0.0	2.0492365227547156
but_c	hx2coa_c	0.0	0.1320796637804565
but_c	acald_c	0.0	0.14044772466168703
but_c	3hdcoa_c	0.0	0.0704910088684825
but_c	indirubin_c	0.0	2.0492365227547156
but_c	malACP_c	0.0	0.03401606970935608
but_c	3dhq_c	0.0	1.9077897727784718
but_c	prpp_c	0.0	2.0281400735876343
but_c	8aonn_c	0.0	1.5584874017411918e-07
but_c	e4p_c	0.0	1.6005635956783313
but_c	glu_DASH_L_c	0.0	2.0252160091906015
but_c	f6p_c	0.0	1.886958446326924
but_c	3otdcoa_c	0.0	0.09460747272304464
but_c	3hocoa_c	0.0	0.0704910088684825
but_c	meoh_c	0.0	2.5655791476441767e-08
but_c	gar_c	0.0	0.059003135233535696
but_c	glc_DASH_D_c	0.0	4.237519831137782
but_c	3hbcoa_c	0.0	0.0837352010704412
but_c	3hddcoa_c	0.0	0.0704910088684825
but_c	tdcoa_c	0.0	0.01267359408350204
but_c	anth_c	0.0	2.0281400735876343
but_c	mlthf_c	0.0	0.47978018209812384
but_c	amob_c	0.0	1.019240096220861e-06
but_c	alac_DASH_S_c	0.0	0.0398485572180029
but_c	s17bp_c	0.0	1.5494691541516275e-32
but_c	3ig3p_c	0.0	2.0281400735876343
but_c	icit_c	0.0	0.8835495578639855
but_c	prfp_c	0.0	9.684182213483028e-34
but_c	26dap_DASH_M_c	0.0	0.15311008375471608
but_c	gln_DASH_L_c	0.0	2.0281400735876343
but_c	3dhsk_c	0.0	1.9077897727784718
but_c	oc2coa_c	0.0	0.1320796637804565
but_c	2cpr5p_c	0.0	2.0281400735876343
but_c	4per_c	0.0	7.704431160606786e-05
but_c	dann_c	0.0	1.019240096220861e-06
but_c	flxso_c	0.0	0.002032777135163395
but_c	5aop_c	0.0	0.001324211083421885
but_c	gly_c	0.0	0.47978018209812384
but_c	ohpb_c	0.0	8.276319271369105e-05
but_c	ddcacoa_c	0.0	0.1320796637804565
but_c	dhap_c	0.0	1.4909904139454992
but_c	skm5p_c	0.0	1.9077897727784718
but_c	3hhdcoa_c	0.0	0.10319642292929583
but_c	skm_c	0.0	1.9077897727784718
but_c	pran_c	0.0	2.0281400735876343
but_c	ru5p_DASH_D_c	0.0	1.450096287825045
but_c	3ohdcoa_c	0.0	0.11587001701286856
but_c	mal_DASH_L_c	0.0	0.1763411316198423
but_c	asp_DASH_L_c	0.0	0.60243038285
but_c	4pasp_c	0.0	0.45192634202046245
but_c	alaala_c	0.0	0.012478472705980417
but_c	aicar_c	0.0	0.1997396135962654
but_c	b2coa_c	0.0	0.1320796637804565
but_c	chor_c	0.0	2.0281400735876343
but_c	dc2coa_c	0.0	0.1320796637804565
but_c	3htdcoa_c	0.0	0.11587001701286856
but_c	s7p_c	0.0	0.0598009000361735
but_c	aspsa_c	0.0	0.3690046249643632
but_c	3hhcoa_c	0.0	0.0704910088684825
but_c	aacoa_c	0.0	0.1320796637804565
but_c	methf_c	0.0	0.3577247853009998
but_c	3psme_c	0.0	1.9077897727784718
but_c	10fthf_c	0.0	0.4381215961670568
but_c	3hmrsACP_c	0.0	0.015415005828308103
cpppg3_c	fum_c	-8.276319271369105e-05	0.3297861427415
cpppg3_c	2dda7p_c	-8.276319271369105e-05	1.9077897727784718
cpppg3_c	g3p_c	-8.276319271369105e-05	3.0946381972300365
cpppg3_c	ala_DASH_D_c	-8.276319271369105e-05	0.013621624403394863
cpppg3_c	r5p_c	-8.276319271369105e-05	1.431033765048162
cpppg3_c	dd2coa_c	-8.276319271369105e-05	0.10784259388682635
cpppg3_c	xu5p_DASH_D_c	-8.276319271369105e-05	1.334281113215
cpppg3_c	23dhmb_c	-8.276319271369105e-05	0.3643207264137902
cpppg3_c	acon_DASH_C_c	-8.276319271369105e-05	0.4751204237796443
cpppg3_c	flxr_c	-8.276319271369105e-05	0.04239560683733735
cpppg3_c	indole_c	-8.276319271369105e-05	2.0492365227547156
cpppg3_c	hx2coa_c	-8.276319271369105e-05	0.1320796637804565
cpppg3_c	acald_c	-8.276319271369105e-05	0.14044772466168703
cpppg3_c	3hdcoa_c	-8.276319271369105e-05	0.0704910088684825
cpppg3_c	indirubin_c	-8.276319271369105e-05	2.0492365227547156
cpppg3_c	malACP_c	-8.276319271369105e-05	0.03401606970935608
cpppg3_c	3dhq_c	-8.276319271369105e-05	1.9077897727784718
cpppg3_c	prpp_c	-8.276319271369105e-05	2.0281400735876343
cpppg3_c	8aonn_c	-8.276319271369105e-05	1.5584874017411918e-07
cpppg3_c	e4p_c	-8.276319271369105e-05	1.6005635956783313
cpppg3_c	glu_DASH_L_c	-8.276319271369105e-05	2.0252160091906015
cpppg3_c	f6p_c	-8.276319271369105e-05	1.886958446326924
cpppg3_c	3otdcoa_c	-8.276319271369105e-05	0.09460747272304464
cpppg3_c	3hocoa_c	-8.276319271369105e-05	0.0704910088684825
cpppg3_c	meoh_c	-8.276319271369105e-05	2.5655791476441767e-08
cpppg3_c	gar_c	-8.276319271369105e-05	0.059003135233535696
cpppg3_c	glc_DASH_D_c	-8.276319271369105e-05	4.237519831137782
cpppg3_c	3hbcoa_c	-8.276319271369105e-05	0.0837352010704412
cpppg3_c	3hddcoa_c	-8.276319271369105e-05	0.0704910088684825
cpppg3_c	tdcoa_c	-8.276319271369105e-05	0.01267359408350204
cpppg3_c	anth_c	-8.276319271369105e-05	2.0281400735876343
cpppg3_c	mlthf_c	-8.276319271369105e-05	0.47978018209812384
cpppg3_c	amob_c	-8.276319271369105e-05	1.019240096220861e-06
cpppg3_c	alac_DASH_S_c	-8.276319271369105e-05	0.0398485572180029
